datetime,temperature,humidity,person
2025-07-03 07:00:00,24.450000000000003,57.5,Aconcagua.csv
2025-07-03 08:00:00,24.3,57.9,Aconcagua.csv
2025-07-03 09:00:00,24.25,56.5,Aconcagua.csv
2025-07-03 10:00:00,24.2,55.1,Aconcagua.csv
2025-07-03 11:00:00,24.3,49.9,Aconcagua.csv
2025-07-03 12:00:00,24.5,49.3,Aconcagua.csv
2025-07-03 13:00:00,24.5,46.5,Aconcagua.csv
2025-07-03 14:00:00,24.5,43.7,Aconcagua.csv
2025-07-03 15:00:00,24.45,42.1,Aconcagua.csv
2025-07-03 16:00:00,24.4,40.5,Aconcagua.csv
2025-07-03 17:00:00,24.35,40.75,Aconcagua.csv
2025-07-03 18:00:00,24.3,41.0,Aconcagua.csv
2025-07-03 19:00:00,23.8,39.3,Aconcagua.csv
2025-07-03 20:00:00,23.7,39.5,Aconcagua.csv
2025-07-03 21:00:00,23.7,40.0,Aconcagua.csv
2025-07-03 22:00:00,23.7,40.5,Aconcagua.csv
2025-07-03 23:00:00,23.5,41.1,Aconcagua.csv
2025-07-04 00:00:00,23.3,41.7,Aconcagua.csv
2025-07-04 01:00:00,23.200000000000003,42.2,Aconcagua.csv
2025-07-04 02:00:00,23.1,42.7,Aconcagua.csv
2025-07-04 03:00:00,23.25,43.400000000000006,Aconcagua.csv
2025-07-04 04:00:00,23.4,44.1,Aconcagua.csv
2025-07-04 05:00:00,23.35,44.150000000000006,Aconcagua.csv
2025-07-04 06:00:00,23.3,44.2,Aconcagua.csv
2025-07-04 07:00:00,23.5,44.1,Aconcagua.csv
2025-07-04 08:00:00,23.7,44.0,Aconcagua.csv
2025-07-04 09:00:00,23.9,43.75,Aconcagua.csv
2025-07-04 10:00:00,24.1,43.5,Aconcagua.csv
2025-07-04 11:00:00,24.200000000000003,43.65,Aconcagua.csv
2025-07-04 12:00:00,24.3,43.8,Aconcagua.csv
2025-07-04 13:00:00,24.4,44.15,Aconcagua.csv
2025-07-04 14:00:00,24.5,44.5,Aconcagua.csv
2025-07-04 15:00:00,24.55,44.85,Aconcagua.csv
2025-07-04 16:00:00,24.6,45.2,Aconcagua.csv
2025-07-04 17:00:00,24.6,45.25,Aconcagua.csv
2025-07-04 18:00:00,24.6,45.3,Aconcagua.csv
2025-07-04 19:00:00,24.6,45.349999999999994,Aconcagua.csv
2025-07-04 20:00:00,24.6,45.4,Aconcagua.csv
2025-07-04 21:00:00,24.6,45.45,Aconcagua.csv
2025-07-04 22:00:00,24.6,45.5,Aconcagua.csv
2025-07-04 23:00:00,24.55,45.6,Aconcagua.csv
2025-07-05 00:00:00,24.5,45.7,Aconcagua.csv
2025-07-05 01:00:00,24.5,45.75,Aconcagua.csv
2025-07-05 02:00:00,24.5,45.8,Aconcagua.csv
2025-07-05 03:00:00,24.5,45.9,Aconcagua.csv
2025-07-05 04:00:00,24.5,46.0,Aconcagua.csv
2025-07-05 05:00:00,24.65,45.95,Aconcagua.csv
2025-07-05 06:00:00,24.8,45.9,Aconcagua.csv
2025-07-05 07:00:00,24.85,45.849999999999994,Aconcagua.csv
2025-07-05 08:00:00,24.9,45.8,Aconcagua.csv
2025-07-05 09:00:00,24.9,45.8,Aconcagua.csv
2025-07-05 10:00:00,24.9,45.8,Aconcagua.csv
2025-07-05 11:00:00,24.95,45.849999999999994,Aconcagua.csv
2025-07-05 12:00:00,25.0,45.9,Aconcagua.csv
2025-07-05 13:00:00,25.0,45.4,Aconcagua.csv
2025-07-05 14:00:00,25.0,44.9,Aconcagua.csv
2025-07-05 15:00:00,25.05,45.599999999999994,Aconcagua.csv
2025-07-05 16:00:00,25.1,46.3,Aconcagua.csv
2025-07-05 17:00:00,25.05,45.95,Aconcagua.csv
2025-07-05 18:00:00,25.0,45.6,Aconcagua.csv
2025-07-05 19:00:00,24.9,44.43333333333334,Aconcagua.csv
2025-07-05 20:00:00,24.8,43.266666666666666,Aconcagua.csv
2025-07-05 21:00:00,24.7,42.1,Aconcagua.csv
2025-07-05 22:00:00,24.7,41.5,Aconcagua.csv
2025-07-05 23:00:00,24.7,40.9,Aconcagua.csv
2025-07-06 00:00:00,24.2,40.9,Aconcagua.csv
2025-07-06 01:00:00,24.1,41.6,Aconcagua.csv
2025-07-06 02:00:00,24.15,42.0,Aconcagua.csv
2025-07-06 03:00:00,24.2,42.4,Aconcagua.csv
2025-07-06 04:00:00,24.35,42.65,Aconcagua.csv
2025-07-06 05:00:00,24.5,42.9,Aconcagua.csv
2025-07-06 06:00:00,24.5,42.3,Aconcagua.csv
2025-07-06 07:00:00,24.5,41.7,Aconcagua.csv
2025-07-06 08:00:00,24.5,41.3,Aconcagua.csv
2025-07-06 09:00:00,24.5,40.9,Aconcagua.csv
2025-07-06 10:00:00,24.6,41.349999999999994,Aconcagua.csv
2025-07-06 11:00:00,24.7,41.8,Aconcagua.csv
2025-07-06 12:00:00,24.799999999999997,42.45,Aconcagua.csv
2025-07-06 13:00:00,24.9,43.1,Aconcagua.csv
2025-07-06 14:00:00,24.95,43.5,Aconcagua.csv
2025-07-06 15:00:00,25.0,43.9,Aconcagua.csv
2025-07-06 16:00:00,25.0,44.0,Aconcagua.csv
2025-07-06 17:00:00,25.0,44.1,Aconcagua.csv
2025-07-06 18:00:00,24.95,44.1,Aconcagua.csv
2025-07-06 19:00:00,24.9,44.1,Aconcagua.csv
2025-07-06 20:00:00,24.95,44.3,Aconcagua.csv
2025-07-06 21:00:00,25.0,44.5,Aconcagua.csv
2025-07-06 22:00:00,24.95,43.5,Aconcagua.csv
2025-07-06 23:00:00,24.9,42.5,Aconcagua.csv
2025-07-07 00:00:00,24.799999999999997,43.0,Aconcagua.csv
2025-07-07 01:00:00,24.7,43.5,Aconcagua.csv
2025-07-07 02:00:00,24.7,44.3,Aconcagua.csv
2025-07-07 03:00:00,24.7,45.1,Aconcagua.csv
2025-07-07 04:00:00,24.65,45.5,Aconcagua.csv
2025-07-07 05:00:00,24.6,45.9,Aconcagua.csv
2025-07-07 06:00:00,24.55,46.349999999999994,Aconcagua.csv
2025-07-07 07:00:00,24.5,46.8,Aconcagua.csv
2025-07-07 08:00:00,24.45,47.2,Aconcagua.csv
2025-07-07 09:00:00,24.4,47.6,Aconcagua.csv
2025-07-07 10:00:00,24.4,48.95,Aconcagua.csv
2025-07-07 11:00:00,24.4,50.3,Aconcagua.csv
2025-07-07 12:00:00,24.45,50.25,Aconcagua.csv
2025-07-07 13:00:00,24.5,50.2,Aconcagua.csv
2025-07-07 14:00:00,24.55,49.7,Aconcagua.csv
2025-07-07 15:00:00,24.6,49.2,Aconcagua.csv
2025-07-07 16:00:00,24.65,49.650000000000006,Aconcagua.csv
2025-07-07 17:00:00,24.7,50.1,Aconcagua.csv
